declaration_id,agent_id,role,institution,declaration_type,declaration_date,gross_salary,side_income_consulting,side_income_board_memberships,assets_in_real_estate,assets_in_vehicles,assets_in_stocks
D004262,A0713,Advisor,Government,Regular,2021-04-04,103597.86,9297.02,3851.43,130108.49,54462.06,35828.32
D004263,A0713,Advisor,Government,Regular,2020-02-20,105148.41,10980.48,2231.58,81247.28,23432.06,17115.06
D004264,A0713,Advisor,Government,Regular,2024-09-25,108923.96,6773.3,1687.81,187630.98,58031.5,99073.81
D004265,A0713,Advisor,Government,Regular,2024-09-26,125400.5,11008.87,1766.39,497466.69,40337.76,75064.97
D004266,A0714,Advisor,Government,Initial,2022-05-09,88245.03,286.48,19321.74,235089.32,23245.23,121750.06
D004267,A0714,Advisor,Government,Regular,2018-12-14,82622.76,255.04,12309.99,143832.07,23941.05,1575.6
D004268,A0714,Advisor,Government,Regular,2020-02-16,87586.06,292.81,14879.06,188245.82,52567.76,118899.21
D004269,A0714,Advisor,Government,Regular,2025-01-29,105839.02,336.65,18995.53,9194.56,23750.04,75695.78
D004270,A0714,Advisor,Government,Regular,2025-01-30,132677.49,356.96,25534.07,704730.62,9488.23,179369.19
D004271,A0715,Advisor,Government,Initial,2021-10-25,79724.03,2642.74,1734.74,111709.66,19337.36,54703.28
D004272,A0715,Advisor,Government,Regular,2019-09-13,79921.06,3284.32,2309.18,137.53,19261.75,167383.48
D004273,A0715,Advisor,Government,Regular,2024-12-11,79139.65,2353.3,975.82,35950.56,21717.93,169844.98
D004274,A0715,Advisor,Government,Regular,2021-10-22,90232.81,1343.18,1491.84,146430.19,13659.71,39843.62
D004275,A0715,Advisor,Government,Regular,2024-12-12,83917.04,3221.48,1760.82,433297.01,24822.53,65877.43
D004276,A0716,Advisor,Government,Initial,2018-12-15,92367.63,5763.1,2988.27,69880.59,43536.08,142221.56
D004277,A0716,Advisor,Government,Regular,2019-08-25,108661.93,6216.38,4232.64,177821.18,13573.25,21800.57
D004278,A0716,Advisor,Government,Regular,2021-02-09,108313.24,6573.83,1718.57,172423.92,48446.73,107649.69
D004279,A0716,Advisor,Government,Regular,2023-06-12,97318.36,4410.15,4204.3,171623.83,40854.84,127035.03
D004280,A0716,Advisor,Government,Regular,2023-06-13,140913.33,5657.71,3771.38,443967.55,52432.25,9026.49
D004281,A0717,Advisor,Government,Initial,2025-08-23,122797.03,8541.68,10618.07,224594.6,13020.65,124541.76
D004282,A0717,Advisor,Government,Regular,2023-10-19,113494.31,5202.31,5473.54,8526.93,40863.98,76573.27
D004283,A0717,Advisor,Government,Regular,2021-06-26,116508.28,7759.26,15856.81,103863.66,36993.12,161106.52
D004284,A0717,Advisor,Government,Regular,2020-06-08,135541.49,7359.7,10336.39,194480.75,46578.11,174188.64
D004285,A0717,Advisor,Government,Regular,2025-08-24,186664.38,7832.82,13455.7,609353.25,31360.71,106637.29
D004286,A0718,Advisor,Government,Initial,2020-04-09,105719.54,9879.81,12529.33,133141.27,17725.66,37135.88
D004287,A0718,Advisor,Government,Regular,2021-09-01,98850.58,13822.21,18418.07,135912.67,45433.62,110707.72
D004288,A0718,Advisor,Government,Regular,2021-09-18,96608.5,7405.19,10479.65,46080.26,44173.0,37337.58
D004289,A0718,Advisor,Government,Regular,2023-04-17,100185.27,14691.39,11794.87,94563.02,22781.45,75772.72
D004290,A0718,Advisor,Government,Regular,2023-04-18,108527.08,6209.5,13105.45,483197.21,19257.17,139259.34
D004291,A0719,Advisor,Government,Initial,2026-01-14,37903.04,13302.53,1112.31,61334.15,12456.43,136802.87
D004292,A0719,Advisor,Government,Regular,2022-05-17,40428.66,14688.35,670.42,155427.12,42560.88,79226.49
D004293,A0719,Advisor,Government,Regular,2019-01-26,41579.64,7109.76,1492.05,142374.47,56434.07,51384.92
D004294,A0719,Advisor,Government,Regular,2020-12-14,36612.84,15105.96,691.61,161053.88,4897.17,184395.09
D004295,A0719,Advisor,Government,Regular,2026-01-15,45987.13,14511.48,1520.82,213375.1,18353.47,141565.46
D004296,A0720,Advisor,Government,Initial,2022-01-24,123157.35,4270.67,11903.18,205946.86,28729.49,162154.81
D004297,A0720,Advisor,Government,Regular,2020-07-17,119231.64,3173.27,9244.34,116125.68,27055.42,124444.25
D004298,A0720,Advisor,Government,Regular,2024-11-25,128110.85,2529.24,14879.04,149262.34,47509.41,60508.91
D004299,A0720,Advisor,Government,Regular,2021-04-21,121982.23,4696.24,10287.88,142287.87,42060.96,162744.59
D004300,A0720,Advisor,Government,Regular,2024-11-26,176135.29,4812.61,14684.5,753737.66,5539.22,186518.29
D004301,A0721,Advisor,Government,Initial,2024-10-22,35368.73,14211.09,18607.72,71677.05,6936.22,114537.51
D004302,A0721,Advisor,Government,Regular,2020-11-11,34138.08,13317.29,26391.54,102993.81,29462.65,57693.21
D004303,A0721,Advisor,Government,Regular,2018-07-04,41939.31,10099.2,11490.73,33475.83,13746.71,120416.39
D004304,A0721,Advisor,Government,Regular,2020-12-17,37739.3,20313.04,17472.12,57967.55,12404.37,23531.88
D004305,A0721,Advisor,Government,Regular,2024-10-23,41993.94,20489.57,23032.72,322879.91,13100.6,79268.57
D004306,A0722,Advisor,Government,Initial,2021-12-17,75983.17,14461.14,9927.39,102353.34,1079.93,80537.87
D004307,A0722,Advisor,Government,Regular,2022-07-06,68670.28,16951.5,9423.88,192471.01,8354.99,170961.46
D004308,A0722,Advisor,Government,Regular,2024-03-01,87817.55,8968.02,14564.02,157488.73,38701.13,25411.82
D004309,A0722,Advisor,Government,Regular,2024-07-07,87281.72,10303.95,13465.5,83067.62,57503.21,33006.61
D004310,A0722,Advisor,Government,Regular,2024-07-08,101312.78,11013.45,9335.36,351029.33,42498.89,43098.75
D004311,A0723,Advisor,Government,Initial,2025-06-05,115048.75,18126.21,14438.45,193334.15,35173.77,167705.45
D004312,A0723,Advisor,Government,Regular,2018-05-31,134611.66,16329.66,21175.75,6492.31,16389.85,70462.9
D004313,A0723,Advisor,Government,Regular,2020-08-06,106805.53,12731.57,16653.77,52924.78,59908.88,104210.22
D004314,A0723,Advisor,Government,Regular,2026-02-25,113108.48,24983.01,15339.72,22493.03,31251.28,61857.38
D004315,A0723,Advisor,Government,Regular,2026-02-26,174428.65,16911.7,8635.32,681289.28,10878.94,5817.86
D004316,A0724,Advisor,Government,Initial,2020-07-12,53503.9,11146.61,1766.96,60351.42,1138.62,111822.24
D004317,A0724,Advisor,Government,Regular,2022-03-22,52205.15,16159.13,1051.07,137859.49,43596.68,115876.84
D004318,A0724,Advisor,Government,Regular,2022-01-20,60001.08,14716.5,2308.52,141950.03,34362.97,51601.79
D004319,A0724,Advisor,Government,Regular,2018-10-28,58148.01,11142.6,2217.02,184279.22,12514.43,170634.57
D004320,A0724,Advisor,Government,Regular,2022-03-23,59713.17,13257.19,1477.98,287207.06,29331.67,92243.2
D004321,A0725,Advisor,Government,Initial,2019-01-01,77624.09,7322.14,4191.99,179927.99,25508.72,41723.73
D004322,A0725,Advisor,Government,Regular,2023-06-12,75842.75,8022.25,4547.58,44011.76,48841.54,111079.57
D004323,A0725,Advisor,Government,Regular,2024-02-22,85053.28,9514.74,2847.02,157324.57,51297.92,38397.72
D004324,A0725,Advisor,Government,Regular,2024-10-25,83995.45,8637.03,4150.11,81208.46,21799.17,5513.68
D004325,A0725,Advisor,Government,Regular,2024-10-26,82001.02,4261.47,4652.23,291815.72,31541.39,44.52
D004326,A0726,Advisor,Government,Initial,2018-02-22,104938.38,8253.96,5022.29,150171.1,45488.44,52309.7
D004327,A0726,Advisor,Government,Regular,2018-12-23,94524.37,10120.37,7286.14,19449.76,56026.15,155467.48
D004328,A0726,Advisor,Government,Regular,2020-10-21,120433.11,9938.07,2604.3,167849.13,58846.22,131734.74
D004329,A0726,Advisor,Government,Regular,2024-05-26,124532.05,6955.01,7060.01,44834.35,39688.83,5352.24
D004330,A0726,Advisor,Government,Regular,2024-05-27,133535.51,11874.2,4424.08,413787.65,23226.27,36301.45
D004331,A0727,Advisor,Government,Initial,2019-12-12,97558.45,2363.43,16019.27,100656.96,27484.15,86469.68
D004332,A0727,Advisor,Government,Regular,2018-08-23,98451.11,3068.77,17102.39,87766.34,9493.89,53391.48
D004333,A0727,Advisor,Government,Regular,2022-01-27,105961.65,2290.1,18655.61,150584.3,21842.16,183001.09
D004334,A0727,Advisor,Government,Regular,2022-12-24,105891.77,1552.67,22049.62,93381.02,7112.7,136258.1
D004335,A0727,Advisor,Government,Regular,2022-12-25,115602.15,2643.68,21362.29,449173.25,29948.25,125070.08
D004336,A0728,Advisor,Government,Initial,2024-01-05,113669.3,8274.18,16343.13,192374.71,30478.59,81260.18
D004337,A0728,Advisor,Government,Regular,2025-03-09,125718.27,7613.08,9198.51,185579.46,31424.73,134710.05
D004338,A0728,Advisor,Government,Regular,2023-04-27,109138.44,7006.31,14357.47,193645.31,51719.55,163571.63
D004339,A0728,Advisor,Government,Regular,2024-08-18,112305.6,5895.67,19560.45,38909.46,51323.63,54761.33
D004340,A0728,Advisor,Government,Regular,2025-03-10,173939.59,4559.57,14425.73,652986.41,23736.8,98558.93
D004341,A0729,Advisor,Government,Initial,2025-05-10,110192.27,17490.09,11890.56,205206.75,47909.77,147070.38
D004342,A0729,Advisor,Government,Regular,2022-05-06,111900.61,13279.93,12881.85,53015.55,26557.12,15661.35
D004343,A0729,Advisor,Government,Regular,2021-12-19,127006.26,22897.13,8782.53,170733.75,54427.46,172706.87
D004344,A0729,Advisor,Government,Regular,2025-04-07,100365.73,19912.93,8955.82,154930.56,14480.25,99031.0
D004345,A0729,Advisor,Government,Regular,2025-05-11,149895.59,8842.29,14565.64,576263.2,44882.23,122228.28
D004346,A0730,Advisor,Government,Initial,2018-05-14,52699.07,12474.87,6655.32,111587.43,26455.58,162948.32
D004347,A0730,Advisor,Government,Regular,2023-05-29,55728.9,10910.49,6868.93,39744.33,32020.68,184982.57
D004348,A0730,Advisor,Government,Regular,2024-07-05,50409.12,15239.49,4132.06,81416.35,22786.49,195203.58
D004349,A0730,Advisor,Government,Regular,2023-11-20,48107.39,17699.39,8727.94,5835.11,13284.66,41806.38
D004350,A0730,Advisor,Government,Regular,2024-07-06,83293.73,17158.85,3909.08,479470.12,52794.67,43684.68
D004351,A0731,Advisor,Government,Initial,2020-08-01,100652.39,16768.62,6284.52,96229.36,44285.67,28230.47
D004352,A0731,Advisor,Government,Regular,2023-12-24,104234.27,18134.02,4436.72,178170.53,55471.52,93455.82
D004353,A0731,Advisor,Government,Regular,2025-04-07,103481.96,19982.44,9412.98,190783.38,23645.74,86376.72
D004354,A0731,Advisor,Government,Regular,2018-06-02,98064.82,22650.46,9122.88,180685.79,11793.96,156758.08
D004355,A0731,Advisor,Government,Regular,2025-04-08,138054.68,12818.88,5251.81,595850.19,3221.14,190985.43
D004356,A0732,Advisor,Government,Initial,2023-12-25,111816.18,1396.32,17542.52,112125.66,37697.12,87242.13
D004357,A0732,Advisor,Government,Regular,2019-03-28,123514.21,1530.82,10788.38,59805.94,31064.9,118379.82
D004358,A0732,Advisor,Government,Regular,2023-03-06,116594.41,1583.21,12318.08,39262.46,14163.54,166905.36
D004359,A0732,Advisor,Government,Regular,2022-10-16,103559.5,1049.49,24374.39,89437.44,39318.05,53918.33
D004360,A0732,Advisor,Government,Regular,2023-12-26,175315.27,1435.56,12461.74,773245.81,56750.23,182256.95
D004361,A0733,Advisor,Government,Initial,2023-04-11,106853.4,13725.16,8197.89,130373.71,28040.53,145239.83
D004362,A0733,Advisor,Government,Regular,2021-09-30,110039.12,13319.52,8041.19,127301.79,54858.15,108350.3
D004363,A0733,Advisor,Government,Regular,2019-05-06,126346.87,15093.75,6059.51,143755.89,55346.43,172539.07
D004364,A0733,Advisor,Government,Regular,2024-05-23,99687.41,9437.46,7884.08,72783.1,38676.47,104183.46
D004365,A0733,Advisor,Government,Regular,2024-05-24,125932.88,16088.24,9836.5,544701.56,54553.6,49692.1
D004366,A0734,Advisor,Government,Initial,2018-07-03,80054.87,179.63,18333.33,154562.32,58752.68,97855.76
D004367,A0734,Advisor,Government,Regular,2025-01-16,91326.06,162.47,20921.63,23821.11,1797.75,85463.16
D004368,A0734,Advisor,Government,Regular,2018-06-17,83960.54,263.27,18841.35,152270.37,40843.82,60278.14
D004369,A0734,Advisor,Government,Regular,2023-12-15,89599.43,181.84,12765.09,2126.01,15258.31,168285.01
D004370,A0734,Advisor,Government,Regular,2025-01-17,96927.35,128.09,26211.1,580512.53,17084.9,135678.68
D004371,A0735,Advisor,Government,Initial,2024-03-19,117764.09,12403.82,9584.18,90746.83,36860.35,37828.44
D004372,A0735,Advisor,Government,Regular,2023-09-04,114638.33,14428.38,8529.54,197205.63,14742.27,189644.63
D004373,A0735,Advisor,Government,Regular,2022-10-20,123385.49,12642.69,11942.96,100515.16,16018.8,52218.49
D004374,A0735,Advisor,Government,Regular,2020-12-30,137386.8,13034.26,11107.96,180200.01,59790.93,117524.73
D004375,A0735,Advisor,Government,Regular,2024-03-20,119456.71,18554.23,14105.2,388984.95,37580.0,74348.51
D004376,A0736,Advisor,Government,Initial,2025-04-12,101324.59,6845.56,8466.51,160600.82,3245.1,148643.43
D004377,A0736,Advisor,Government,Regular,2018-06-04,118517.34,7578.39,9297.22,124490.13,22865.84,43788.97
D004378,A0736,Advisor,Government,Regular,2024-09-25,116194.61,4553.2,6315.07,169937.23,23973.04,52947.44
D004379,A0736,Advisor,Government,Regular,2018-01-14,120935.1,3623.71,9289.81,118633.72,48194.75,55035.7
D004380,A0736,Advisor,Government,Regular,2025-04-13,149647.32,3834.34,5757.23,446497.17,55463.49,5151.2
D004381,A0737,Advisor,Government,Initial,2020-04-01,127468.39,12185.16,4300.04,102465.57,55283.13,875.83
D004382,A0737,Advisor,Government,Regular,2018-11-18,140124.77,12571.43,5159.11,151612.7,41572.07,76901.89
D004383,A0737,Advisor,Government,Regular,2023-10-20,119551.91,17163.6,3444.14,174897.26,46905.73,6506.53
D004384,A0737,Advisor,Government,Regular,2020-08-30,149522.24,6773.92,6281.22,59464.35,17273.1,89657.49
D004385,A0737,Advisor,Government,Regular,2023-10-21,197465.42,10466.02,5402.94,966370.69,26824.25,40914.71
D004386,A0738,Advisor,Government,Initial,2022-03-15,124117.21,3007.22,16620.55,123466.63,40794.55,47340.43
D004387,A0738,Advisor,Government,Regular,2018-12-13,131655.5,2965.18,22596.69,37558.78,30913.19,27616.64
D004388,A0738,Advisor,Government,Regular,2021-01-29,143428.06,3268.49,22738.14,19693.32,20597.71,174164.54
D004389,A0738,Advisor,Government,Regular,2022-02-04,135778.82,3565.24,21174.67,156688.5,39683.0,15853.16
D004390,A0738,Advisor,Government,Regular,2022-03-16,191532.5,3283.13,12360.35,907767.93,7436.01,84644.38
D004391,A0739,Advisor,Government,Initial,2018-03-03,113056.9,6566.9,6066.63,154176.7,27208.96,20662.82
D004392,A0739,Advisor,Government,Regular,2025-12-12,127603.04,6648.97,4742.43,147890.2,53086.51,169061.35
D004393,A0739,Advisor,Government,Regular,2018-05-05,119063.2,4178.06,4582.17,81444.38,17428.85,47465.42
D004394,A0739,Advisor,Government,Regular,2021-09-23,102658.91,9408.89,5538.67,186056.17,20800.19,70459.35
D004395,A0739,Advisor,Government,Regular,2025-12-13,160389.47,8363.53,4309.31,466742.28,30498.21,15560.6
D004396,A0740,Advisor,Government,Initial,2025-01-14,105663.23,2682.09,3050.87,89547.93,19784.12,89405.63
D004397,A0740,Advisor,Government,Regular,2023-07-28,124696.51,2069.25,3277.93,35983.93,17032.31,141607.88
D004398,A0740,Advisor,Government,Regular,2019-06-01,101970.04,2540.95,4123.33,147332.16,48734.04,49663.89
D004399,A0740,Advisor,Government,Regular,2024-09-07,109993.43,1444.4,3030.91,142138.97,52449.95,178541.46
D004400,A0740,Advisor,Government,Regular,2025-01-15,143692.19,2103.31,4064.15,467432.21,44232.7,92369.02
D004401,A0741,Advisor,Government,Initial,2023-06-25,101962.78,17852.23,8727.54,174201.16,40664.66,68183.83
D004402,A0741,Advisor,Government,Regular,2019-04-26,96478.35,15424.57,6292.53,180327.58,55807.75,155304.65
D004403,A0741,Advisor,Government,Regular,2022-11-01,105432.11,20067.07,11269.3,75120.82,7435.49,30972.93
D004404,A0741,Advisor,Government,Regular,2019-09-19,106780.09,21057.42,7831.23,39468.88,3765.22,56605.36
D004405,A0741,Advisor,Government,Regular,2023-06-26,124465.05,10946.55,9841.3,655167.09,29786.18,185777.77
D004406,A0742,Advisor,Government,Initial,2021-10-09,35588.22,5658.35,7290.74,104775.81,47418.34,70638.44
D004407,A0742,Advisor,Government,Regular,2022-01-29,41890.52,7363.9,10631.5,84792.53,33494.62,193972.17
D004408,A0742,Advisor,Government,Regular,2020-05-29,34202.45,7323.79,10409.66,96730.87,58232.39,152857.97
D004409,A0742,Advisor,Government,Regular,2022-08-26,37463.44,6000.63,9349.06,71224.27,466.71,197702.47
D004410,A0742,Advisor,Government,Regular,2022-08-27,51470.91,3347.81,7310.73,226409.65,3048.91,40184.61
D004411,A0743,Advisor,Government,Initial,2024-07-16,67055.68,6592.58,9430.98,100849.56,9520.53,125149.45
D004412,A0743,Advisor,Government,Regular,2020-08-06,64837.49,6961.68,13082.35,155687.28,36963.75,193105.31
D004413,A0743,Advisor,Government,Regular,2018-10-08,73792.69,6066.72,9652.73,191132.86,53001.19,196664.81
D004414,A0743,Advisor,Government,Regular,2024-02-16,67396.2,7774.08,13953.32,6682.39,22308.33,152494.34
D004415,A0743,Advisor,Government,Regular,2024-07-17,74977.78,3812.35,5734.29,279424.87,10392.69,32352.68
D004416,A0744,Advisor,Government,Initial,2023-08-10,33297.83,14163.25,13719.45,5041.87,42456.89,188086.2
D004417,A0744,Advisor,Government,Regular,2024-08-03,30393.24,19965.18,15992.62,177894.74,32600.59,127256.3
D004418,A0744,Advisor,Government,Regular,2023-10-26,31661.84,16356.9,19921.47,111919.54,36896.3,105642.67
D004419,A0744,Advisor,Government,Regular,2021-03-06,39483.82,13452.18,8222.61,151184.2,46375.49,86455.38
D004420,A0744,Advisor,Government,Regular,2024-08-04,38261.86,19573.19,18942.14,235810.62,44348.89,108735.52
D004421,A0745,Advisor,Government,Initial,2022-08-19,99935.95,3711.88,3726.96,0.0,26097.89,96146.93
D004422,A0745,Advisor,Government,Regular,2021-06-11,98181.49,1967.25,3589.43,111761.05,45989.75,152996.76
D004423,A0745,Advisor,Government,Regular,2023-07-21,107908.97,3467.25,2756.52,118776.65,39072.29,103656.63
D004424,A0745,Advisor,Government,Regular,2025-08-29,110720.73,3616.75,4937.43,60470.54,36563.04,33752.95
D004425,A0745,Advisor,Government,Regular,2025-08-30,123211.25,3510.94,2192.61,408572.92,15434.63,163089.49
D004426,A0746,Advisor,Government,Initial,2025-05-01,109316.95,12332.09,6699.19,73448.62,19622.19,161617.25
D004427,A0746,Advisor,Government,Regular,2019-08-14,104812.58,9608.53,9657.2,125321.05,47534.33,116667.2
D004428,A0746,Advisor,Government,Regular,2018-02-15,126159.11,17742.71,8743.81,53653.79,57309.03,77720.19
D004429,A0746,Advisor,Government,Regular,2022-09-10,120281.62,16128.17,3777.51,179474.89,39677.29,107554.9
D004430,A0746,Advisor,Government,Regular,2025-05-02,164398.41,13275.97,8646.45,923849.56,46326.66,126028.91
D004431,A0747,Advisor,Government,Initial,2025-12-05,43640.24,7674.17,9812.91,23953.06,3147.15,93542.08
D004432,A0747,Advisor,Government,Regular,2024-04-04,49403.43,4245.61,8702.15,142459.71,12225.16,82734.75
D004433,A0747,Advisor,Government,Regular,2021-05-17,48530.27,11429.6,14362.77,99154.48,14676.45,185648.46
D004434,A0747,Advisor,Government,Regular,2021-09-12,43568.56,6791.97,12757.59,177894.66,40546.77,89871.13
D004435,A0747,Advisor,Government,Regular,2025-12-06,54098.04,10125.66,13895.62,272002.69,49540.48,92074.96
D004436,A0748,Advisor,Government,Initial,2023-05-16,97700.14,1082.23,7051.23,218278.36,44085.64,183312.8
D004437,A0748,Advisor,Government,Regular,2025-04-23,100367.81,1232.83,10158.28,52793.53,58086.91,183097.69
D004438,A0748,Advisor,Government,Regular,2019-11-10,101614.75,939.0,4282.71,192425.76,21307.9,176562.07
D004439,A0748,Advisor,Government,Regular,2020-11-03,93134.75,607.62,4589.83,196137.09,30606.09,88615.36
D004440,A0748,Advisor,Government,Regular,2025-04-24,124425.8,649.07,6125.12,384721.66,19547.83,126314.44
D004441,A0749,Advisor,Government,Initial,2020-07-05,127101.13,6952.03,18881.13,281121.35,20419.89,74813.24
D004442,A0749,Advisor,Government,Regular,2021-07-20,147912.32,7281.07,10378.24,17518.14,15786.68,37507.39
D004443,A0749,Advisor,Government,Regular,2020-01-31,146151.9,8408.98,18894.43,185825.68,53942.57,82151.32
D004444,A0749,Advisor,Government,Regular,2020-04-18,121489.62,6882.29,20600.14,143332.9,46764.93,25771.34
D004445,A0749,Advisor,Government,Regular,2021-07-21,142693.03,4141.94,17034.78,827082.33,44639.09,101081.35
D004446,A0750,Advisor,Government,Initial,2025-05-04,103667.86,9821.31,763.21,167266.53,36188.33,105748.97
D004447,A0750,Advisor,Government,Regular,2021-04-25,111351.06,12439.89,657.77,119719.59,20025.14,26541.1
D004448,A0750,Advisor,Government,Regular,2018-03-19,115173.66,8361.35,855.12,19136.5,6783.85,57986.36
D004449,A0750,Advisor,Government,Regular,2021-07-20,121402.29,9858.63,529.47,62422.25,52040.8,125502.23
D004450,A0750,Advisor,Government,Regular,2025-05-05,133470.39,13718.9,930.76,599530.56,2408.91,15362.14
D004451,A0751,Advisor,Government,Initial,2020-04-03,45314.27,17788.9,2798.67,116685.33,35260.44,57500.14
D004452,A0751,Advisor,Government,Regular,2023-02-27,42281.36,26653.86,2068.8,166874.56,2623.63,49165.83
D004453,A0751,Advisor,Government,Regular,2024-11-01,42499.25,13910.98,3637.86,35923.05,25499.1,70278.0
D004454,A0751,Advisor,Government,Regular,2018-06-27,43169.1,12474.4,1641.28,82764.43,21348.17,102038.51
D004455,A0751,Advisor,Government,Regular,2024-11-02,56693.23,11483.55,2669.06,197801.31,8987.47,91380.56
D004456,A0752,Advisor,Government,Initial,2018-02-01,35413.89,4839.09,12581.13,17074.2,3446.58,90938.92
D004457,A0752,Advisor,Government,Regular,2018-02-01,41320.15,4143.45,15705.36,168395.86,41111.08,87324.67
D004458,A0752,Advisor,Government,Regular,2023-06-20,32315.21,5221.6,10306.55,191386.5,46356.08,194294.25
D004459,A0752,Advisor,Government,Regular,2018-12-07,39286.31,2861.4,11110.04,173900.09,35929.7,162038.58
D004460,A0752,Advisor,Government,Regular,2023-06-21,56063.85,4185.69,16301.89,235627.49,13778.17,139252.35
D004461,A0753,Advisor,Government,Initial,2022-09-11,92964.38,7411.51,10594.5,140795.02,42051.77,193663.54
D004462,A0753,Advisor,Government,Regular,2021-09-17,96861.83,4121.28,9983.85,59360.0,8716.81,21654.6
D004463,A0753,Advisor,Government,Regular,2023-12-03,90004.46,4801.96,7168.64,136680.83,24735.89,105664.12
D004464,A0753,Advisor,Government,Regular,2021-10-01,101184.67,8776.03,13128.87,114707.41,8561.07,6904.26
D004465,A0753,Advisor,Government,Regular,2023-12-04,96803.29,9448.3,14895.01,533326.34,18286.89,100884.85
D004466,A0754,Advisor,Government,Initial,2020-04-11,39852.63,12135.83,3807.23,105919.95,21901.48,49562.6
D004467,A0754,Advisor,Government,Regular,2020-09-02,35945.23,11917.32,4843.73,139980.53,11610.47,140111.45
D004468,A0754,Advisor,Government,Regular,2018-08-05,35902.01,16014.83,5329.01,23903.6,46264.13,52709.39
D004469,A0754,Advisor,Government,Regular,2023-01-21,46975.2,6468.46,4365.97,19178.42,27745.33,165690.87
D004470,A0754,Advisor,Government,Regular,2023-01-22,57707.18,11417.83,2327.43,215755.87,42225.82,174764.79
D004471,A0755,Advisor,Government,Initial,2019-01-15,119852.27,16693.48,4479.5,183035.85,54669.7,163951.3
D004472,A0755,Advisor,Government,Regular,2023-01-14,130948.57,22483.62,3915.58,105837.22,27240.8,121026.02
D004473,A0755,Advisor,Government,Regular,2022-03-16,109190.57,18434.72,4450.74,147899.34,58072.34,154846.14
D004474,A0755,Advisor,Government,Regular,2020-09-05,108964.64,20056.3,6634.27,137126.25,43266.53,178495.99
D004475,A0755,Advisor,Government,Regular,2023-01-15,162255.66,21275.04,4956.9,729082.91,14840.92,130092.01
D004476,A0756,Advisor,Government,Initial,2021-05-13,51188.24,17787.29,5750.45,5431.57,31147.93,142677.55
D004477,A0756,Advisor,Government,Regular,2018-06-26,51992.51,21419.59,7483.83,59203.06,59565.97,70988.65
D004478,A0756,Advisor,Government,Regular,2019-09-04,61105.19,14835.47,4040.45,168187.38,28025.07,132789.37
D004479,A0756,Advisor,Government,Regular,2022-04-15,59352.83,9012.94,4375.86,35985.32,741.0,107596.93
D004480,A0756,Advisor,Government,Regular,2022-04-16,71091.22,16459.98,6627.7,426401.85,27010.01,116193.34
D004481,A0757,Advisor,Government,Initial,2018-09-23,71066.99,15201.74,19563.86,94084.01,39458.88,157527.18
D004482,A0757,Advisor,Government,Regular,2019-05-12,75923.28,15392.26,26706.87,147900.77,1583.37,121272.79
D004483,A0757,Advisor,Government,Regular,2020-06-21,73255.97,7649.94,22485.79,117913.45,50659.02,697.63
D004484,A0757,Advisor,Government,Regular,2024-03-26,65393.92,14705.45,10740.35,39260.94,8156.04,138058.94
D004485,A0757,Advisor,Government,Regular,2024-03-27,99498.27,15617.99,16526.1,456526.07,40099.63,138062.98
D004486,A0758,Advisor,Government,Initial,2023-09-06,112328.06,17022.74,15697.9,166523.49,40261.47,92829.18
D004487,A0758,Advisor,Government,Regular,2019-06-15,130781.58,10223.12,16689.5,85360.49,39362.28,147049.84
D004488,A0758,Advisor,Government,Regular,2022-07-02,111403.89,8990.93,15554.37,40456.07,19076.09,118925.22
D004489,A0758,Advisor,Government,Regular,2022-05-18,124527.92,18094.0,9608.19,118568.45,10034.32,7383.77
D004490,A0758,Advisor,Government,Regular,2023-09-07,170647.94,23858.72,9734.68,880516.57,24076.09,171096.56
D004491,A0759,Advisor,Government,Initial,2018-07-03,86893.37,14770.55,9191.27,175459.14,31838.81,134043.81
D004492,A0759,Advisor,Government,Regular,2018-07-19,91133.48,8948.6,8887.74,53136.77,48628.42,104988.24
D004493,A0759,Advisor,Government,Regular,2025-03-02,90531.17,12748.55,5704.54,26143.54,6780.34,145387.67
D004494,A0759,Advisor,Government,Regular,2020-12-09,91488.08,21326.78,7188.98,90225.37,14325.48,172663.28
D004495,A0759,Advisor,Government,Regular,2025-03-03,118916.29,16586.61,10828.19,461099.86,33003.97,43232.03
D004496,A0760,Advisor,Government,Initial,2024-11-10,68662.86,11573.78,9393.52,65236.53,21040.08,154604.25
D004497,A0760,Advisor,Government,Regular,2020-03-30,63065.09,10184.53,7084.33,128082.41,7385.32,76304.73
D004498,A0760,Advisor,Government,Regular,2023-07-04,64102.33,6817.5,8644.18,117053.63,11348.94,73912.18
D004499,A0760,Advisor,Government,Regular,2025-08-10,62570.51,13044.96,7001.13,111022.61,33408.68,7921.11
D004500,A0760,Advisor,Government,Regular,2025-08-11,95086.83,11925.27,9540.05,381587.49,46975.64,74782.21
D004501,A0761,Advisor,Government,Initial,2023-07-04,114310.27,3558.72,13790.92,234549.59,35893.37,55353.16
D004502,A0761,Advisor,Government,Regular,2020-11-04,119341.79,2220.25,9464.66,31528.72,35453.42,132890.67
D004503,A0761,Advisor,Government,Regular,2020-03-17,112837.36,3090.36,13129.75,114117.09,9912.14,25506.94
D004504,A0761,Advisor,Government,Regular,2024-06-29,110458.98,3346.96,13240.52,86300.29,54339.93,1614.98
D004505,A0761,Advisor,Government,Regular,2024-06-30,131065.53,4096.17,16351.34,631602.6,26362.62,167299.56
